datetime,symbol,open,high,low,close,volume,ema_50,ema_200,rsi,signal,signal_price
2025-12-15 06:56:00+00:00,BTC-USD,89790.5703125,89790.5703125,89778.953125,89778.953125,0,89628.74026295023,89309.22612933702,66.72662889518415,BUY,89778.953125
2025-12-15 06:58:00+00:00,BTC-USD,89768.3828125,89768.3828125,89762.5234375,89762.5234375,153313280,89633.98666195218,89313.73655031377,66.66619495075287,BUY,89762.5234375
2025-12-15 07:02:00+00:00,BTC-USD,89821.03125,89821.03125,89802.7734375,89802.7734375,72089600,89647.9169275172,89323.6690301812,65.48087796503944,BUY,89802.7734375
2025-12-15 07:04:00+00:00,BTC-USD,89686.15625,89686.15625,89651.5,89651.5,150396928,89648.0574401636,89326.9310298809,54.51750853590753,BUY,89651.5
2025-12-15 07:06:00+00:00,BTC-USD,89645.953125,89645.953125,89627.3046875,89627.3046875,0,89647.24360672582,89329.91982249402,52.148673350689634,BUY,89627.3046875
2025-12-15 07:08:00+00:00,BTC-USD,89620.78125,89641.0546875,89620.78125,89641.0546875,2613248,89647.00090401109,89333.01569179755,52.5898688326656,BUY,89641.0546875
2025-12-15 07:10:00+00:00,BTC-USD,89630.5390625,89630.5390625,89593.671875,89593.671875,92585984,89644.90956954006,89335.60928566028,48.96020060305256,BUY,89593.671875
2025-12-15 07:12:00+00:00,BTC-USD,89544.40625,89598.1171875,89544.40625,89598.1171875,0,89643.07457416593,89338.22130458406,49.240535026071186,BUY,89598.1171875
2025-12-15 07:14:00+00:00,BTC-USD,89578.9375,89578.9375,89577.7265625,89577.7265625,0,89640.51190704179,89340.60444147875,44.98106562854689,BUY,89577.7265625
2025-12-15 07:16:00+00:00,BTC-USD,89638.390625,89638.390625,89618.8359375,89618.8359375,276275200,89639.66186902054,89343.37291407598,44.003368348321764,BUY,89618.8359375
2025-12-15 07:32:00+00:00,BTC-USD,89630.09375,89645.1015625,89630.09375,89645.1015625,76525568,89631.8744242445,89363.91448543203,48.883374689826304,BUY,89645.1015625
2025-12-15 07:34:00+00:00,BTC-USD,89624.1875,89657.453125,89624.1875,89657.453125,0,89632.87751054863,89366.83526791529,55.48823847313479,BUY,89657.453125
2025-12-15 07:36:00+00:00,BTC-USD,89684.5703125,89724.0625,89684.5703125,89724.0625,8949760,89636.45339248789,89370.38976773704,62.672041600076334,BUY,89724.0625
2025-12-15 07:38:00+00:00,BTC-USD,89699.8046875,89699.8046875,89697.953125,89697.953125,3432448,89638.86514670406,89373.64910462523,67.02551020408163,BUY,89697.953125
2025-12-15 07:40:00+00:00,BTC-USD,89600.5703125,89636.5078125,89600.5703125,89636.5078125,0,89638.77270222548,89376.26461415633,55.28432553337922,BUY,89636.5078125
2025-12-15 07:42:00+00:00,BTC-USD,89623.21875,89628.6953125,89623.21875,89628.6953125,109830144,89638.37751047155,89378.77636239855,57.267299380653206,BUY,89628.6953125
2025-12-15 07:44:00+00:00,BTC-USD,89620.4375,89620.4375,89617.6015625,89617.6015625,2183168,89637.56276741384,89381.15273254883,49.807523633174156,BUY,89617.6015625
2025-12-15 07:46:00+00:00,BTC-USD,89634.3203125,89642.546875,89634.3203125,89642.546875,129163264,89637.7582226133,89383.75366928964,56.85010583028671,BUY,89642.546875
2025-12-15 07:48:00+00:00,BTC-USD,89636.1328125,89645.2734375,89636.1328125,89645.2734375,81264640,89638.05293692258,89386.355856038,58.94134126262503,BUY,89645.2734375
2025-12-15 07:50:00+00:00,BTC-USD,89648.140625,89648.140625,89648.140625,89648.140625,0,89638.44853253347,89388.96067960977,56.844715363157356,BUY,89648.140625
2025-12-15 07:52:00+00:00,BTC-USD,89643.265625,89648.6171875,89643.265625,89648.6171875,23007232,89638.84730331648,89391.54432645446,54.413249297427086,BUY,89648.6171875
2025-12-15 07:54:00+00:00,BTC-USD,89671.6171875,89671.6171875,89671.4609375,89671.4609375,180404224,89640.1262693629,89394.32956636536,58.024816666243744,BUY,89671.4609375
2025-12-15 08:00:00+00:00,BTC-USD,89752.6796875,89752.6796875,89726.0625,89726.0625,179654656,89652.45097329102,89404.82396961297,60.837917546905395,BUY,89726.0625
2025-12-15 08:02:00+00:00,BTC-USD,89729.28125,89729.28125,89682.421875,89682.421875,198770688,89653.62630276982,89407.58613782578,53.08410854209287,BUY,89682.421875
2025-12-15 08:04:00+00:00,BTC-USD,89684.1640625,89684.1640625,89675.40625,89675.40625,25698304,89654.48041834748,89410.25101456384,42.952518897388316,BUY,89675.40625
2025-12-15 08:06:00+00:00,BTC-USD,89768.6953125,89768.6953125,89768.6953125,89768.6953125,77287424,89658.95943380444,89413.81762449355,58.5772473240504,BUY,89768.6953125
