datetime,symbol,open,high,low,close,volume,ema_50,ema_200,rsi,signal,signal_price
2025-12-15 05:00:00+00:00,GC=F,4359.0,4359.5,4358.7998046875,4359.10009765625,20,4359.10009765625,4359.10009765625,,,
2025-12-15 05:02:00+00:00,GC=F,4358.7998046875,4360.5,4358.7998046875,4360.39990234375,79,4359.151070389094,4359.113031036225,,,
2025-12-15 05:04:00+00:00,GC=F,4360.60009765625,4360.60009765625,4359.2001953125,4359.39990234375,46,4359.160828504962,4359.115885477096,,,
2025-12-15 05:06:00+00:00,GC=F,4359.5,4360.2001953125,4359.2998046875,4359.7001953125,64,4359.1819801444735,4359.121699505309,,,
2025-12-15 05:08:00+00:00,GC=F,4359.39990234375,4359.60009765625,4358.2998046875,4359.0,49,4359.17484366822,4359.120488564958,,,
2025-12-15 05:10:00+00:00,GC=F,4359.10009765625,4359.60009765625,4358.5,4358.5,241,4359.148379210643,4359.114314549386,,,
2025-12-15 05:12:00+00:00,GC=F,4358.60009765625,4359.7998046875,4357.7998046875,4359.2001953125,288,4359.150411214637,4359.115169084343,,,
2025-12-15 05:14:00+00:00,GC=F,4359.2998046875,4360.39990234375,4359.10009765625,4359.7001953125,381,4359.171971375337,4359.120990240842,,,
2025-12-15 05:16:00+00:00,GC=F,4359.7001953125,4360.60009765625,4359.10009765625,4360.10009765625,242,4359.208368484393,4359.130732603184,,,
2025-12-15 05:18:00+00:00,GC=F,4360.0,4360.2001953125,4359.10009765625,4359.7998046875,46,4359.231562060985,4359.137390036859,,,
2025-12-15 05:20:00+00:00,GC=F,4359.7998046875,4361.7998046875,4359.7998046875,4360.89990234375,153,4359.296987170113,4359.154927472749,,,
2025-12-15 05:22:00+00:00,GC=F,4360.7998046875,4362.2001953125,4360.2001953125,4362.2001953125,134,4359.410838469816,4359.185228645283,,,
2025-12-15 05:24:00+00:00,GC=F,4361.89990234375,4362.60009765625,4360.89990234375,4361.39990234375,125,4359.488840974676,4359.207265199498,,,
2025-12-15 05:26:00+00:00,GC=F,4361.7001953125,4362.89990234375,4361.39990234375,4362.89990234375,100,4359.622608087189,4359.24400785765,68.2658905267111,,
2025-12-15 05:28:00+00:00,GC=F,4362.7001953125,4364.5,4362.60009765625,4363.0,324,4359.755054828868,4359.281380913793,68.56837308783187,,
2025-12-15 05:30:00+00:00,GC=F,4362.89990234375,4367.7998046875,4362.7001953125,4367.10009765625,553,4360.043095724061,4359.359179090336,75.18537552308935,,
2025-12-15 05:32:00+00:00,GC=F,4367.0,4370.89990234375,4367.0,4369.5,460,4360.413954715274,4359.460082780979,84.35019429406489,,
2025-12-15 05:34:00+00:00,GC=F,4369.7998046875,4372.0,4369.2001953125,4371.7998046875,375,4360.860458635753,4359.582866083532,86.22383346976962,,
2025-12-15 05:36:00+00:00,GC=F,4371.7001953125,4373.2001953125,4371.2001953125,4371.7998046875,254,4361.289452598567,4359.704427661682,89.99694842844065,,
2025-12-15 05:38:00+00:00,GC=F,4371.7998046875,4371.7998046875,4369.2001953125,4371.5,305,4361.689866222152,4359.82179654067,91.13720642768851,,
2025-12-15 05:40:00+00:00,GC=F,4371.39990234375,4372.5,4369.89990234375,4372.0,238,4362.094185193832,4359.9429726944945,91.02347417840376,,
2025-12-15 05:42:00+00:00,GC=F,4371.7998046875,4373.2998046875,4371.7001953125,4372.7001953125,197,4362.510107159271,4360.069910232983,91.13720642768851,,
2025-12-15 05:44:00+00:00,GC=F,4372.60009765625,4373.5,4371.7001953125,4372.7998046875,262,4362.9136247093975,4360.196575849445,90.96550637895731,,
2025-12-15 05:46:00+00:00,GC=F,4372.7998046875,4373.0,4371.89990234375,4372.7998046875,89,4363.301318041872,4360.321981111515,92.76260841631867,,
2025-12-15 05:48:00+00:00,GC=F,4372.89990234375,4374.2001953125,4371.60009765625,4372.0,187,4363.642442824544,4360.438180304436,87.24889398656398,,
2025-12-15 05:50:00+00:00,GC=F,4372.2001953125,4373.7001953125,4372.2001953125,4372.89990234375,211,4364.005480452748,4360.562177538658,86.89678397036538,,
2025-12-15 05:52:00+00:00,GC=F,4372.89990234375,4374.0,4372.5,4373.2998046875,103,4364.369963756072,4360.688920097354,92.2008658008658,,
2025-12-15 05:54:00+00:00,GC=F,4373.10009765625,4376.10009765625,4373.0,4375.5,373,4364.8064357656385,4360.836294026733,92.56986373684384,,
2025-12-15 05:56:00+00:00,GC=F,4375.60009765625,4377.39990234375,4375.60009765625,4377.2001953125,272,4365.29246555179,4360.999118915149,93.29482522479604,,
2025-12-15 05:58:00+00:00,GC=F,4377.0,4378.0,4376.39990234375,4377.5,211,4365.771192392896,4361.1633067866405,91.27233267449522,,
2025-12-15 06:00:00+00:00,GC=F,4377.2998046875,4377.60009765625,4374.2001953125,4375.5,337,4366.1527142598425,4361.305960450455,74.59173871277618,,
2025-12-15 06:02:00+00:00,GC=F,4375.60009765625,4377.7998046875,4375.60009765625,4376.89990234375,384,4366.574172616074,4361.461124051384,72.56816905060282,,
2025-12-15 06:04:00+00:00,GC=F,4377.10009765625,4378.2998046875,4375.0,4375.39990234375,246,4366.9202796642185,4361.599818362752,64.06363254873536,,
2025-12-15 06:06:00+00:00,GC=F,4375.0,4375.39990234375,4372.2001953125,4373.7001953125,220,4367.186158709249,4361.720220123446,57.74759284731775,,
2025-12-15 06:08:00+00:00,GC=F,4373.60009765625,4374.0,4372.7998046875,4373.39990234375,156,4367.42983493021,4361.836435866931,54.99982560775697,,
2025-12-15 06:10:00+00:00,GC=F,4373.60009765625,4374.39990234375,4372.7998046875,4373.60009765625,104,4367.671806017506,4361.953487228019,53.333092198068506,,
2025-12-15 06:12:00+00:00,GC=F,4373.39990234375,4374.5,4373.2001953125,4373.7001953125,124,4367.908213440839,4362.070369895527,53.33478009259259,,
2025-12-15 06:14:00+00:00,GC=F,4374.0,4377.7001953125,4373.89990234375,4376.7001953125,212,4368.252997043649,4362.215940297686,61.81936553030303,,
2025-12-15 06:16:00+00:00,GC=F,4376.7001953125,4377.2001953125,4375.7998046875,4377.2001953125,101,4368.603867563996,4362.36503736251,66.04979203086383,,
2025-12-15 06:18:00+00:00,GC=F,4377.2998046875,4377.7001953125,4376.10009765625,4377.2001953125,127,4368.940978456094,4362.51265087445,64.05297590553695,,
2025-12-15 06:20:00+00:00,GC=F,4377.2001953125,4378.7001953125,4377.2001953125,4377.7998046875,288,4369.288383406345,4362.664761857664,64.51612903225806,,
2025-12-15 06:22:00+00:00,GC=F,4377.89990234375,4378.2001953125,4376.2001953125,4377.0,113,4369.590799743351,4362.80740104316,55.319296301426796,,
2025-12-15 06:24:00+00:00,GC=F,4377.0,4377.2001953125,4375.60009765625,4376.2001953125,79,4369.849991726455,4362.940662677682,46.21189701094998,,
2025-12-15 06:26:00+00:00,GC=F,4376.2998046875,4377.60009765625,4375.7998046875,4377.39990234375,99,4370.146066652624,4363.084535709185,49.64502164502164,,
2025-12-15 06:28:00+00:00,GC=F,4377.5,4377.60009765625,4376.60009765625,4376.89990234375,61,4370.410922954236,4363.222002043857,55.55555555555556,,
2025-12-15 06:30:00+00:00,GC=F,4377.0,4377.10009765625,4375.7998046875,4376.60009765625,74,4370.653635687649,4363.355117423085,48.696390658174096,,
2025-12-15 06:32:00+00:00,GC=F,4376.60009765625,4376.7001953125,4375.89990234375,4376.7001953125,56,4370.890755672937,4363.487904267756,56.43765411207272,,
2025-12-15 06:34:00+00:00,GC=F,4376.60009765625,4376.60009765625,4374.89990234375,4375.7001953125,95,4371.079361148999,4363.609419601535,60.63896103896104,,
2025-12-15 06:36:00+00:00,GC=F,4375.60009765625,4378.7998046875,4375.60009765625,4377.60009765625,207,4371.335076306146,4363.748630328448,69.09349196484064,,
2025-12-15 06:38:00+00:00,GC=F,4377.5,4378.39990234375,4376.7998046875,4378.10009765625,217,4371.600371261053,4363.891430998377,69.91356957649093,,
2025-12-15 06:40:00+00:00,GC=F,4378.0,4378.2001953125,4376.7001953125,4377.2001953125,70,4371.819972204246,4364.02385651394,64.46444426507387,,
2025-12-15 06:42:00+00:00,GC=F,4377.5,4378.39990234375,4377.5,4377.7998046875,48,4372.054475438884,4364.160930625119,55.66911690665593,,
2025-12-15 06:44:00+00:00,GC=F,4377.5,4378.7001953125,4377.0,4378.39990234375,140,4372.3033157096625,4364.302611935753,56.12199132904768,,
2025-12-15 06:46:00+00:00,GC=F,4378.39990234375,4380.5,4378.39990234375,4379.2998046875,329,4372.5776878264405,4364.451837734277,59.81287083523505,,
2025-12-15 06:48:00+00:00,GC=F,4379.10009765625,4379.7001953125,4378.39990234375,4378.7001953125,107,4372.817786159227,4364.593612436548,54.20812414422638,,
2025-12-15 06:50:00+00:00,GC=F,4378.7998046875,4379.5,4376.7001953125,4378.5,193,4373.040618074551,4364.731984452104,57.426747896721785,,
2025-12-15 06:52:00+00:00,GC=F,4378.2998046875,4379.0,4377.7998046875,4377.7998046875,96,4373.227252843686,4364.862012514148,57.99882801054791,,
2025-12-15 06:54:00+00:00,GC=F,4377.7998046875,4377.89990234375,4375.7998046875,4376.7001953125,111,4373.363446665992,4364.979805377813,46.46574261332807,,
2025-12-15 06:56:00+00:00,GC=F,4376.60009765625,4377.60009765625,4376.60009765625,4376.89990234375,69,4373.502131202375,4365.098413307823,50.0,,
2025-12-15 06:58:00+00:00,GC=F,4377.0,4377.2998046875,4348.39990234375,4376.10009765625,100,4373.604012239782,4365.2078828038275,47.52441736775941,,
2025-12-15 07:00:00+00:00,GC=F,4376.10009765625,4376.7998046875,4374.7998046875,4375.7998046875,239,4373.690121747535,4365.313275061377,45.62867437891144,,
2025-12-15 07:02:00+00:00,GC=F,4375.60009765625,4376.39990234375,4373.89990234375,4374.7998046875,225,4373.733638725573,4365.407668390991,45.62867437891144,,
2025-12-15 07:04:00+00:00,GC=F,4375.0,4375.7001953125,4373.39990234375,4374.2001953125,227,4373.751935062315,4365.495156221055,31.108578870258825,,
2025-12-15 07:06:00+00:00,GC=F,4374.60009765625,4376.2998046875,4373.7998046875,4374.7998046875,231,4373.793027988793,4365.587739787886,31.86282402189663,,
2025-12-15 07:08:00+00:00,GC=F,4375.0,4375.0,4374.0,4374.5,73,4373.82075238139,4365.676418993977,34.1128476212365,,
2025-12-15 07:10:00+00:00,GC=F,4374.7001953125,4375.2001953125,4373.39990234375,4374.0,209,4373.827781699767,4365.759240695529,27.377906976744185,,
2025-12-15 07:12:00+00:00,GC=F,4373.7001953125,4375.7001953125,4373.7001953125,4375.2001953125,179,4373.881601841443,4365.8531805424645,32.22095610179609,,
